epoch,acc,loss,lr,val_acc,val_loss
0,0.4842349551856594,274.73408367630765,0.001,0.5881,274.46245849609375
1,0.6403498238872879,274.32020591811573,0.001,0.5666,274.7570317382812
2,0.7028097982708934,274.1634837506942,0.001,0.6532,274.38543823242185
3,0.7333693563880884,274.0803976654434,0.001,0.7144,274.1618720703125
4,0.7574447646493756,274.01587392884574,0.001,0.6861,274.3023891601562
5,0.7721341658661544,273.97747142155356,0.001,0.7178,274.1360131835938
6,0.7841818764008965,273.94537763934545,0.001,0.7651,274.0166802734375
7,0.7941882804995197,273.9192304168418,0.001,0.773,273.9912615234375
8,0.8041146333653538,273.8932864494214,0.001,0.7401,274.105433203125
9,0.8131203970541147,273.87579267528093,0.001,0.7269,274.15695166015627
10,0.8199247518411783,273.85587954024953,0.001,0.7791,273.9755964355469
11,0.8223062760166506,273.84625764981774,0.001,0.8045,273.8924661132813
12,0.8271493756003843,273.83269431107783,0.001,0.7096,274.2963583984375
13,0.8312520012808198,273.82237294954706,0.001,0.7384,274.2046094726563
14,0.8362552033301313,273.8120081520142,0.001,0.7886,273.97533134765627
15,0.8391170349023375,273.80498109610465,0.001,0.8217,273.8781669921875
16,0.8434998398975344,273.79370928253456,0.001,0.7997,273.939718359375
17,0.8452609670188921,273.7869371847201,0.001,0.7587,274.0758969238281
18,0.8468619916746718,273.78360500329586,0.001,0.7048,274.44727646484375
19,0.8506243996157541,273.77383286045256,0.001,0.7987,273.9403
20,0.8527457572846622,273.76895856903104,0.0003162278,0.7815,274.00937548828125
21,0.8545268972142172,273.76235394167895,0.001,0.8023,273.9504168457031
22,0.8568483829650977,273.76055526122656,0.001,0.8251,273.8676498046875
23,0.8592499199487672,273.7513280765315,0.001,0.79,273.98123466796875
24,0.8594300352225425,273.7469891570449,0.001,0.8171,273.8928598632813
25,0.8632524815882164,273.7425805152016,0.001,0.797,273.9688658203125
26,0.8634526096701889,273.74135118350745,0.001,0.7786,274.0052188964844
27,0.8644732628882484,273.73864278997934,0.0003162278,0.8049,273.95664926757814
28,0.8661943643932116,273.7342924373943,0.001,0.8219,273.89791416015623
29,0.8677753762407941,273.7304284116835,0.001,0.7888,274.0493206054687
30,0.868335734870317,273.7274165817686,0.001,0.8361,273.8445930175781
31,0.8706171950048031,273.72328860783404,0.001,0.8197,273.9012232421875
32,0.8693764008965738,273.7270325762394,0.001,0.8174,273.926842578125
33,0.872078130003202,273.7187903187728,0.001,0.8055,273.93421752929686
34,0.8743395773294909,273.7145974204741,0.001,0.8119,273.92795859375
35,0.8743996157540826,273.7119520653374,0.0003162278,0.8331,273.86043173828125
36,0.8738392571245597,273.71501974154086,0.001,0.7846,274.04027685546873
37,0.8770413064361191,273.70731260194026,0.001,0.8454,273.82481982421876
38,0.8752001280819725,273.7116566614352,0.001,0.8455,273.80667666015626
39,0.8756604226705091,273.70852310322357,0.001,0.8097,273.9463115234375
40,0.8782821005443484,273.7043272342737,0.001,0.8185,273.8993837890625
41,0.8759806276016651,273.70583114599594,0.001,0.8064,273.9488625
42,0.8807837015690042,273.69787805797273,0.001,0.8259,273.9005322265625
43,0.8813840858149216,273.7013795567444,0.0003162278,0.83,273.872698828125
44,0.8814641370477105,273.6981341202901,0.001,0.8473,273.833026171875
45,0.8810438680755683,273.6964982588857,0.001,0.8313,273.8640248535156
46,0.8820845341018252,273.69830894897734,0.001,0.7943,273.99143076171873
47,0.8815241754723022,273.6931864127417,0.001,0.8145,273.93747734375
48,0.8820044828690362,273.6949795720824,0.001,0.8526,273.80227763671877
49,0.8812840217739353,273.69467581322357,0.001,0.8289,273.8981224609375
50,0.8832452769772654,273.69258532492046,0.001,0.8248,273.89552709960935
51,0.8837255843739994,273.69055832451517,0.001,0.8373,273.8486919921875
52,0.8850064040986231,273.68698693726486,0.001,0.8507,273.79648115234374
53,0.8850464297150176,273.68833250545975,0.001,0.8076,273.93991005859374
54,0.883445405059238,273.6897595222661,0.001,0.8324,273.8759017089844
55,0.887027697726545,273.6814570895686,0.001,0.8407,273.845498046875
56,0.8851464937560038,273.68675323300664,0.001,0.8386,273.850999609375
57,0.8861471341658661,273.68418997142544,0.0003162278,0.7857,274.05892109375
58,0.8875680435478707,273.6812404470111,0.001,0.8395,273.82933061523437
59,0.8878482228626321,273.683140842952,0.001,0.8122,273.94118159179686
60,0.8877681716298431,273.68011142365486,0.001,0.8518,273.8092094726563
61,0.88938920909382,273.6757993963793,0.001,0.8247,273.9279215820313
62,0.8886087095741274,273.6770333110847,0.001,0.855,273.7952420898437
63,0.8882284662183798,273.6764579721647,0.001,0.7908,274.0609033203125
64,0.8898495036823567,273.67678659068366,0.001,0.8322,273.898488671875
65,0.8905499519692603,273.67159036470844,0.001,0.8109,274.00473916015625
66,0.8897494396413704,273.6713583803009,0.001,0.8527,273.79985361328124
67,0.8898495036823567,273.67421953761345,0.0003162278,0.8209,273.9111153320313
68,0.8897694524495677,273.6737388100259,0.001,0.8512,273.810076171875
69,0.8889889529298751,273.673666361315,0.001,0.844,273.8206931640625
70,0.8922510406660262,273.6666229277362,0.001,0.8307,273.88855673828124
71,0.8918107588856868,273.6688045876705,0.001,0.8221,273.94003994140627
72,0.8929314761447327,273.66702455196327,0.0003162278,0.8304,273.8656556640625
73,0.891750720461095,273.6704201626541,0.001,0.8453,273.83326533203126
74,0.8923511047070125,273.6679044510362,0.001,0.8614,273.78449047851564
75,0.8906700288184438,273.6696787115629,0.001,0.8424,273.8612431640625
76,0.8928514249119437,273.66608415518743,0.001,0.7982,274.0319892089844
77,0.8939321165545949,273.6657379766019,0.001,0.8302,273.85845502929686
78,0.8940922190201729,273.66254298258696,0.001,0.842,273.86279384765623
79,0.8935118475824527,273.66444114076756,0.0003162278,0.8446,273.82373369140623
80,0.8947126160742875,273.66391894132556,0.001,0.8264,273.9076107421875
81,0.9198286903618316,273.59081616922333,1e-04,0.9002,273.64515151367186
82,0.9321165545949408,273.55287767960556,1e-04,0.903,273.6399637207031
83,0.934418027537624,273.5400870424259,1e-04,0.903,273.63758525390625
84,0.9382004482869036,273.53015967328463,1e-04,0.905,273.62837563476563
85,0.9397214217098944,273.5207363181186,1e-04,0.9037,273.626943359375
86,0.9408021133525456,273.51518561723253,1e-04,0.9081,273.6179638183594
87,0.9430635606788345,273.50852978523443,1e-04,0.9055,273.62230888671877
88,0.9435238552673711,273.5033463017894,1e-04,0.9094,273.60887211914064
89,0.9464257124559718,273.4937415219178,1e-04,0.9096,273.607578515625
90,0.9467259045789305,273.4920303877294,1e-04,0.9022,273.62241865234375
91,0.9461655459494076,273.4878773000658,1e-04,0.9077,273.6089333984375
92,0.9479666986871598,273.4826141171756,1e-04,0.9081,273.6043892578125
93,0.9483269292347102,273.47886927907297,1e-04,0.9067,273.60598115234376
94,0.9496677873839258,273.47274062040333,1e-04,0.9069,273.61188774414063
95,0.948467018892091,273.47186469848515,1e-04,0.9074,273.59769248046877
96,0.9502281460134486,273.4670939596654,1e-04,0.9007,273.6278484863281
97,0.9507084534101825,273.46328214510413,1e-04,0.9073,273.596756640625
98,0.9527697726544989,273.4577470010494,1e-04,0.9091,273.5956779296875
99,0.9512487992315082,273.4575718303464,1e-04,0.9083,273.60313876953126
100,0.9527297470381044,273.45577450818524,1e-04,0.9081,273.5973660644531
101,0.9541306436119116,273.4490191495995,1e-04,0.9106,273.5901447265625
102,0.9543707973102786,273.4482742392631,1e-04,0.9079,273.59647822265623
103,0.953830451488953,273.44768329465234,1e-04,0.9098,273.58351064453126
104,0.9544108229266731,273.44223324411996,1e-04,0.9069,273.5913634277344
105,0.9540305795709254,273.4417616141518,1e-04,0.9134,273.580816015625
106,0.9546509766250401,273.43836670703627,1e-04,0.9095,273.58493095703125
107,0.9572726544988793,273.4331754940349,1e-04,0.907,273.5880478515625
108,0.9570525136087096,273.4325035503191,1e-04,0.911,273.5846166015625
109,0.9563120397054115,273.4311558909421,1e-04,0.911,273.5772193359375
110,0.9585734870317003,273.4254043095394,1e-04,0.9093,273.59015966796875
111,0.9574527697726545,273.42745024784614,1e-04,0.9102,273.57714130859375
112,0.9578930515529939,273.42289537960545,1e-04,0.9096,273.57767236328124
113,0.9586935638808838,273.4206142712586,1e-04,0.9066,273.5870947753906
114,0.9576729106628242,273.41920213702394,3.1622774e-05,0.9106,273.57894716796875
115,0.9595341018251681,273.41679452193154,1e-04,0.9019,273.5988189453125
116,0.9595140890169709,273.41578583926525,1e-04,0.9019,273.60708168945314
117,0.9585334614153058,273.4164034317901,1e-04,0.9094,273.5820442871094
118,0.960254562920269,273.41256327877966,1e-04,0.9089,273.57601655273436
119,0.9594740634005764,273.41150253154206,1e-04,0.9081,273.5790974609375
120,0.9620156900416267,273.40421466418195,1e-04,0.909,273.57619296875
121,0.96569804674992,273.39772362515134,1e-05,0.9121,273.5636171875
122,0.9658781620236951,273.397004395313,1e-05,0.9119,273.5627074707031
123,0.9660983029138649,273.39482038035595,1e-05,0.9139,273.559874609375
124,0.9660382644892731,273.39371252288964,1e-05,0.9121,273.56166611328126
125,0.9654378802433558,273.3939878162649,1e-05,0.912,273.56039526367186
126,0.9672990714056996,273.3914824726106,1e-05,0.9133,273.5593349609375
127,0.9665185718860071,273.3920515770718,1e-05,0.9137,273.558753125
128,0.9669588536663465,273.39066373572837,1e-05,0.9137,273.55956591796877
129,0.9671589817483189,273.3885139614353,1e-05,0.9139,273.5587283691406
130,0.9672590457893051,273.38915789894594,1e-05,0.9151,273.55908803710935
131,0.9689401216778738,273.3863107935954,1e-05,0.914,273.5579951171875
132,0.9670389048991355,273.38988482902494,1e-05,0.9131,273.56148784179686
133,0.9675992635286583,273.3877570414597,1e-05,0.9136,273.5591459960938
134,0.9686399295549152,273.3861729123827,1e-05,0.9129,273.56106489257814
135,0.9681195965417867,273.38598324021126,1e-05,0.9134,273.56283461914063
136,0.9683997758565482,273.3865186121462,3.1622776e-06,0.9124,273.5617591796875
137,0.9689401216778738,273.3846399293204,1e-05,0.9133,273.559976171875
138,0.9676593019532501,273.3877922495397,1e-05,0.9138,273.561498828125
139,0.9688600704450848,273.3849338576689,1e-05,0.9131,273.5605534179688
140,0.9686399295549152,273.38579452568393,1e-05,0.9122,273.56126943359374
141,0.9685398655139289,273.38478976154113,3.1622776e-06,0.9132,273.5587056640625
142,0.9678194044188281,273.38548330110956,1e-05,0.9123,273.5597065917969
143,0.9695805315401858,273.38165423918184,1e-05,0.9155,273.55561455078123
144,0.9682596861991675,273.3850282735638,1e-05,0.9123,273.5606047851563
145,0.9686399295549152,273.38369523291783,1e-05,0.9131,273.55986479492185
146,0.9685798911303234,273.38454859156735,1e-05,0.9135,273.55874052734373
147,0.9690601985270573,273.3826541955602,1e-05,0.9128,273.56212861328123
148,0.9677993916106308,273.383768873798,3.1622776e-06,0.9134,273.5607615234375
149,0.9694004162664105,273.3832169873875,1e-05,0.9154,273.55769545898437
150,0.9697806596221582,273.3821382989801,1e-05,0.9139,273.5576286132812
151,0.9684197886647454,273.3815564422168,1e-05,0.9125,273.5606171386719
152,0.9697406340057637,273.38194708285175,1e-05,0.9131,273.5588484375
153,0.9697606468139609,273.38165273431247,3.1622776e-06,0.9132,273.5599572265625
154,0.9684598142811399,273.3805776321846,1e-05,0.915,273.556732421875
155,0.9694804674991995,273.3815135045804,1e-05,0.9148,273.55665625
156,0.968059558117195,273.382598241781,1e-05,0.915,273.5579234375
157,0.9685398655139289,273.38262519262327,1e-05,0.914,273.55671572265624
158,0.9694004162664105,273.37873202716924,3.1622776e-06,0.9148,273.5564277832031
159,0.9704610951008645,273.37695175693693,1e-05,0.9141,273.55815087890625
160,0.9700808517451168,273.38002994768215,1e-05,0.9139,273.55895439453127
161,0.9697006083893692,273.3791534199075,1e-06,0.9143,273.5572850585938
162,0.9706211975664425,273.37674334230155,1e-06,0.9143,273.556379296875
163,0.9714217098943324,273.37739787252906,5e-07,0.9144,273.55752182617186
164,0.9695405059237913,273.379749797683,1e-06,0.9142,273.5579026367187
165,0.9700808517451168,273.3782882372844,1e-06,0.9143,273.55671962890625
166,0.9704410822926673,273.3780104423081,1e-06,0.9142,273.55682265625
167,0.9714417227025296,273.3762131592344,1e-06,0.9133,273.5568248046875
168,0.9704010566762729,273.376292663242,5e-07,0.9133,273.5578296875
169,0.9703210054434839,273.3773564299902,1e-06,0.9155,273.5551627441406
170,0.9714617355107269,273.3775120960227,1e-06,0.9148,273.5579280761719
171,0.9681195965417867,273.3806982464871,1e-06,0.9146,273.55624072265624
172,0.9708013128402178,273.3750744030867,1e-06,0.9152,273.55566645507815
173,0.9706211975664425,273.37636170156713,1e-06,0.914,273.5558546875
174,0.970741274415626,273.3775101807344,5e-07,0.9134,273.55785166015625
175,0.9711215177713737,273.3755820131134,1e-06,0.9149,273.55571943359377
176,0.9703610310598784,273.3783420998814,1e-06,0.9144,273.5557341796875
177,0.9705211335254563,273.37690026890647,1e-06,0.914,273.55777783203126
178,0.9710014409221902,273.3767864265161,1e-06,0.9129,273.55818330078125
179,0.970501120717259,273.3774263380126,5e-07,0.9134,273.5580658203125
180,0.971641850784502,273.3756313415586,1e-06,0.9136,273.5568931152344
181,0.9715017611271214,273.3749840522935,5e-07,0.9139,273.5567489746094
182,0.9699407620877362,273.3780387709853,5e-07,0.9139,273.55631005859374
183,0.9705611591418508,273.37834098588723,5e-07,0.9126,273.5575998046875
184,0.970821325648415,273.3766956848477,5e-07,0.9149,273.5560410644531
185,0.9713616714697406,273.3762803995338,5e-07,0.9134,273.555980078125
186,0.970661223182837,273.3766719489536,5e-07,0.9135,273.5564653320312
187,0.9701809157861031,273.37821698074265,5e-07,0.9139,273.55722890625
188,0.9715217739353186,273.3756102440718,5e-07,0.9141,273.557203125
189,0.9700808517451168,273.3774868161717,5e-07,0.9141,273.55628388671875
190,0.9701408901697086,273.37750615472027,5e-07,0.914,273.55583671875
191,0.9700408261287223,273.37719277056067,5e-07,0.9137,273.55733212890624
192,0.9701408901697086,273.376925099251,5e-07,0.9137,273.55792939453124
193,0.9714817483189241,273.3756471133713,5e-07,0.9139,273.55659189453127
194,0.9713016330451489,273.3756715039813,5e-07,0.9141,273.5572138671875
195,0.9710014409221902,273.3752199454526,5e-07,0.9128,273.556532421875
196,0.9707612872238233,273.37527977866773,5e-07,0.9147,273.55566318359377
197,0.9716218379763049,273.3752479712016,5e-07,0.9132,273.5581958007813
198,0.970821325648415,273.3773380784014,5e-07,0.9128,273.5596886230469
199,0.9701208773615113,273.3785249121938,5e-07,0.9132,273.5570535644531
